id,servicio,costo,codigo,fecha,ciudad,sucursal,canal,metodo_pago,cantidad
3364.0,frutas verduras,44854.0,fv236,2026-02-12,cali,norte,,efectivo,5.0
1138.0,frutas verduras,32655.0,fv344,2026-01-08,bucaramanga,sur,domicilio,,27.0
4949.0,mercado general,223439.0,mg223,2026-03-02,bogota,centro,domicilio,tarjeta,25.0
2856.0,mercado general,245042.0,mg311,2026-01-26,bucaramanga,norte,caja,billetera digital,24.0
4271.0,mercado general,215189.0,mg264,2026-01-01,bucaramanga,centro,app,transferencia,4.0
3675.0,frutas verduras,20075.0,fv006,2026-02-07,barranquilla,sur,app,transferencia,28.0
4941.0,frutas verduras,58273.0,fv284,2026-02-20,bucaramanga,norte,,transferencia,2.0
2664.0,aseo hogar,94292.0,ah174,2026-02-13,bogota,occidente,domicilio,efectivo,9.0
2328.0,frutas verduras,44230.0,fv137,2026-01-01,medellin,centro,web,billetera digital,2.0
3251.0,mercado general,116987.0,mg210,2026-01-28,bucaramanga,norte,domicilio,,12.0
320.0,frutas verduras,12304.0,fv105,2026-01-01,barranquilla,sur,app,efectivo,26.0
1013.0,aseo hogar,68538.0,ah135,2026-01-31,cali,occidente,domicilio,transferencia,15.0
1813.0,mercado general,84110.0,mg024,2026-01-30,bucaramanga,norte,app,billetera digital,11.0
2417.0,frutas verduras,62542.0,fv054,2026-02-08,medellin,centro,domicilio,transferencia,19.0
2893.0,frutas verduras,67339.0,fv393,2026-01-01,medellin,sur,domicilio,billetera digital,21.0
3747.0,mercado general,238219.0,mg356,2026-01-22,cali,centro,web,efectivo,24.0
145.0,frutas verduras,21006.0,fv029,2026-01-04,cali,sur,app,transferencia,30.0
3798.0,aseo hogar,23024.0,ah104,2026-01-01,medellin,centro,domicilio,billetera digital,28.0
3119.0,frutas verduras,70625.0,fv187,2026-02-14,medellin,norte,domicilio,,9.0
3664.0,mercado general,96694.0,mg394,2026-01-22,bogota,centro,web,efectivo,17.0
3519.0,frutas verduras,49580.0,fv085,2026-02-03,bucaramanga,occidente,caja,,26.0
2436.0,frutas verduras,21349.0,fv047,2026-01-04,barranquilla,sur,caja,efectivo,20.0
907.0,frutas verduras,54682.0,fv112,2026-01-04,cali,norte,web,efectivo,13.0
2975.0,aseo hogar,20418.0,ah046,2026-02-13,medellin,occidente,caja,transferencia,23.0
507.0,frutas verduras,48835.0,fv335,2026-01-29,cali,norte,caja,efectivo,23.0
4301.0,frutas verduras,81874.0,fv364,2026-01-01,cali,norte,web,billetera digital,18.0
1108.0,aseo hogar,94012.0,ah056,2026-01-01,bucaramanga,sur,web,transferencia,20.0
4535.0,mercado general,182114.0,mg258,2026-01-01,bucaramanga,centro,caja,billetera digital,23.0
3696.0,frutas verduras,63530.0,fv241,2026-01-01,bucaramanga,occidente,domicilio,efectivo,23.0
3559.0,mercado general,223170.0,mg187,2026-01-15,medellin,sur,domicilio,tarjeta,7.0
1081.0,mercado general,146454.0,mg111,2026-01-11,bucaramanga,sur,domicilio,tarjeta,30.0
4889.0,mercado general,197534.0,mg213,2026-01-01,medellin,occidente,domicilio,efectivo,6.0
3415.0,frutas verduras,84606.0,fv160,2026-01-20,bogota,norte,web,,11.0
879.0,mercado general,171880.0,mg007,2026-01-27,barranquilla,occidente,,billetera digital,11.0
1683.0,aseo hogar,44921.0,ah182,2026-02-20,cali,centro,,tarjeta,7.0
3495.0,mercado general,194794.0,mg060,2026-01-11,bucaramanga,sur,caja,billetera digital,4.0
1662.0,aseo hogar,44542.0,ah025,2026-02-09,medellin,occidente,caja,billetera digital,4.0
125.0,aseo hogar,62036.0,ah242,2026-01-06,medellin,sur,domicilio,efectivo,19.0
3826.0,mercado general,213895.0,mg051,2026-02-24,bucaramanga,norte,,efectivo,1.0
1696.0,mercado general,98712.0,mg219,2026-01-24,bucaramanga,occidente,caja,tarjeta,1.0
3780.0,aseo hogar,93094.0,ah108,2026-01-01,barranquilla,norte,app,billetera digital,25.0
221.0,aseo hogar,122958.0,ah299,2026-01-29,barranquilla,sur,,billetera digital,18.0
2233.0,mercado general,97961.0,mg376,2026-01-04,bogota,occidente,caja,billetera digital,14.0
1195.0,mercado general,119238.0,mg296,2026-02-20,cali,centro,app,,17.0
300.0,aseo hogar,74849.0,ah190,2026-02-14,cali,norte,caja,,11.0
226.0,aseo hogar,34546.0,ah397,2026-01-30,cali,centro,domicilio,transferencia,8.0
3304.0,mercado general,158315.0,mg025,2026-02-12,bucaramanga,occidente,,tarjeta,5.0
4972.0,aseo hogar,61734.0,ah282,2026-01-15,bucaramanga,centro,web,billetera digital,9.0
1126.0,frutas verduras,32610.0,fv238,2026-01-01,bucaramanga,centro,app,tarjeta,24.0
3868.0,frutas verduras,52136.0,fv142,2026-02-18,bogota,sur,app,transferencia,27.0
1525.0,mercado general,81022.0,mg152,2026-01-10,barranquilla,occidente,web,efectivo,3.0
550.0,frutas verduras,61099.0,fv100,2026-02-17,cali,occidente,caja,tarjeta,13.0
773.0,frutas verduras,19644.0,fv106,2026-02-06,bucaramanga,centro,domicilio,transferencia,7.0
3868.0,frutas verduras,15103.0,fv039,2026-01-01,medellin,norte,web,transferencia,3.0
3133.0,aseo hogar,89521.0,ah277,2026-03-01,cali,sur,web,billetera digital,4.0
